business_id,username,password_hash,role
5BmQX4UVJY19mMtafMg7JA,breadland_organic_whole_grain_bakery@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
cVBxfMC4lp3DnocjYA3FHQ,paws_the_cat_cafe@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
txyXRytGjwOXvS8s4sc-WA,smoothie_king@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
uI9XODGY_2_ieTE6xJ0myw,roman_forum@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
JgpnXv_0XhV3SfbfB50nxw,joe's_pizza@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
Si6LXSR9gvAbmgO5DzV2cw,lafitte's_landing_seafood_house@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
seKihQKpGGnCeLuELRQPSQ,twin_peaks@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
L_TT0BFmFwORAMaA83K54A,village_tap_room@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
qfWJmJ0g96eM_fWma3ja0g,doc_magrogan's_oyster_house_-_west_chester@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
lOP3HxdUTaq0eXhwR_KC-w,sweet_things_chocolates@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
8rb-3VYXE37IZix4yOdskw,sharky's_sports_bar_&_grill@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
aCDY7vXYMs54EbYuQScsnQ,39_north_taproom_&_grill@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
-4dYswJy7SPcbcERvitmIg,pathmark@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
pJfh3Ct8iL58NZa8ta-a5w,top_shelf_sports_lounge@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
7clCBgNbd-x2Wj96lZ6Mjw,bier_brewery_and_tap_room@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
ppFCk9aQkM338Rgwpl2F5A,wawa@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
IDtLPgUrqorrpqSLdfMhZQ,helena_avenue_bakery@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
YNjyv0gfOr2g8lbmUpTnKg,copper_vine@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
oaboaRBUgGjbo2kfUIKDLQ,mike's_ice_cream@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
pEm4xNCk8d0TF6A1gi-WDQ,tko_djs@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
1MeIwdbTnZOBFCKOrgaxuw,ricardo's_italian_cafe@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
TLZ3-eDPLhUzfsWO4ad6Ug,mahony's_po-boys_&_seafood@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
Dy91wdWkwtI_qgjAIZ0Niw,taqueria_los_primos@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
vje0KIiE7vtpx7JzmBx5LQ,the_pearl@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
VrGxoSNZfSiT-G4OqRRGIw,sunset_44_bistro@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
sB45WFgysT617bKWP_WJwA,budweiser_brewery_experience@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
4dVrWc4Nhuw9apfk9BWEcA,walmart_supercenter@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
kk_oEw1j3xQ-cJaAII8A0Q,giant_food_store@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
VZzivJEbmHItOxNXJB3SpA,subway@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
anLQj9AM8vjbcLSIE0iUgg,papa_murphy's@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
Cdytv_YhJO0W0Ab8t2xLtg,nipper's_pub@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
3BJxm-HnvzdwD1zjmSbmyQ,golden_chopstick_chinese_restaurant@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
FRYkg_JvsWU9xIXZsEZcVA,altamura@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
9C2rpb56aQvW0ViZHK9sPw,home_plate_sports_pub@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
k0yyD71s2F2eEKWRdkZ6jA,cold_stone_creamery@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
dM5OKNzk9AL2aiq-fV-SYg,walmart_supercenter@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
0vCsslN-TYnDeOSNT4rIfg,whole_foods_market@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
zFvqulgAYOpSG2t1v8AZ-w,the_cake_drip@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
SZU9c8V2GuREDN5KgyHFJw,santa_barbara_shellfish_company@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
Lx8ZYUJ_-3Aa8N821mN1WQ,alm_kainan@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
WYYdQDjx-DsCanlP0DpImQ,j_sushi@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
aNtKyc2rr-uK5cqzY9TVQQ,chipotle_mexican_grill@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
hUQ9Z7kQeabvhPOAQOVV1A,rathbone_mansions@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
X_E7U2lVNEwbH_gpOBmAHQ,cerveza_jack's@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
G4lRmwDHdvhZAhmtlsYYBw,wendy's@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
BxhkoR6cscJwwex8gx31OA,bar-b-cutie@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
Ms5xG8i4p80KSMcF3tt4ug,sal_deforte's_ristorante@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
ORL4JE6tz3rJxVqkdKfegA,gaylord_opryland_resort_&_convention_center@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
P10BsKUeoeCeVoK4BS2u0w,trust_me_bbq@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
7Du9oW73YcYFmXdtU5aiSg,kinjo's_japanese_restaurant@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
FTFtoylMzkrzqNVSl-bkKw,giant_food_stores@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
59jkCUm4yHciKL1KW_1HJA,roma_pizza_&_italian_eatery@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
AzwiKZjVqHOxLaYtPAx8lA,target@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
yM8LlTInbQH4FwWC97lz6w,mcdonald's@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
3S9GYtMOYhbZl4MMPOHT0Q,the_handlebar_boise@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
CtMEJxpVMlNzFpB4PtFjfA,aussie_grill@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
vPcfJ3rm3NpdqVDod2WxLA,china_pearl@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
pmuuoDqNZp7518AUd-YmPA,bagelicious_-_king_of_prussia@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
2dlQX5sP9X6Dlm1MmNOlSw,reanimator_coffee@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
IYlUaKC9nICjiWdk-ShPlg,bub's_cafe@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
LVYAXWQB3t7tdwWteyjfhw,option_1_barber_shop@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
ULReFPrCIDRbGKwP3ZsHwg,eddie's_southtown_donuts@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
Dtuf4vD0znzwJW9vk3iTNw,tomo_japanese_steakhouse_and_sushi_bar@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
Ucl9Vo5lwrUmYbV8Dv8X5g,o'briens_irish_pub@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
wjyUxHxkrvUvCOVqy4g_wg,oscar's_cafe@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
Y6heWJJ9AmEL58fZwgi9YQ,rosati's_pizza@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
bTve2mwLk5Zc01vRKqc2KQ,red_hook_coffee_&_tea@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
7FHjj04Wy2aqXl22NA_C0g,aldi@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
6czqMScx8MRDirv7fxX7pw,frankie's_fruit_bar@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
xbRbvXSAVZBEwaUUn3mzbg,lee_roy_selmon's@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
uDQgmudYDKiB6n4vwbEeDg,chrysalis@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
v5kwdvmg-J8g-ll0nkc3Sw,the_libertine_liquor_bar@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
bqmX882_6AxVA_uHEQ70sQ,shanghai_station@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
TzrA1TsKMKbrZBkw3q6DEQ,scout's_treat_truck@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
Edg22x3CZkIv0GUib2oEFA,mellow_mushroom@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
VVvUBlc_WIEb8obKGq39dA,four_green_fields@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
py5aKmlTB2NarfsfcOpHOQ,cafe_con_leche@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
wZhGuW7vQpfhxeEvLHkTrA,express_cafe@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
YR0nwxBOKk6DiLHNItfsBQ,boston_pizza@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
s_lHc_CrkzOTY3k4VNtN8w,indy_fuel@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
_T0cPZE2ZJOTTlYYKMP64Q,brown_sugar_bakery_&_cafe@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
dJfkfBbJz7wi0RgW-ph_Eg,sake_house@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
VbItL6RDULtnw4YvB6EhVg,jon's_bar_&_grille@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
W57cR9a7XP6RX56MSWHJJA,las_margaritas@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
x7_p5O3ChQa7shdHCcLHZQ,olivier's_creole_restaurant@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
JF7iyI3wA_AKi_iXOKi0Qw,parlor_suburban_square@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
usv5G5cO314pPHRTGq2Eyw,best_tours@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
1dSKEitDDgIkaApe6UNMSA,the_pepper_pott@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
rZw9O5lJ36m_mXeRKE4G9A,la_sponda@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
dCITjr2RMTmrX33_eFaMKA,burgerworks@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
Pr_Mlt9FqdcW7WCFGJmozA,the_cider_factory@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
-7GDqSUaXrpC8Ql7nDBxWA,b2_bluefin@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
tuyCmcmm5Q-bc-9zV76xKA,pho_friendly@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
p184f-Zvf4ToPwLba0VS4A,misto_diner@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
zVlhs7BVaouutt-rles-YA,williams_sub_shop@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
1E9o1SNo7UTf1XHTFPv1_Q,franklin_juice_co@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
0CEUpFtaKhxbmrbSdP9MUQ,acadia@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
f82dhKNiUXsDVPMLqKYiIQ,sher-e-punjab@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
FF45pKN_lzqG8Bqk-_HQvw,go!_gyro!_go!@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
GrzCVNDTRODqNez4zb4RLw,the_music_box_village@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
TEP-73fGvgSUmtQFaOTA_g,the_steak_out@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
b7YJrFZWZdI2C5-9nZvVdw,saltwater_grill@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
SRexiuEsx1d9-dZVUsssQA,brandon_burgers@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
xJyp6RLqNRv3tSu6njPKxQ,world_of_beer@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
1P_mGUY1PyPq7_ZabrzpBw,carmine's_steakhouse@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
XwoXi0M66RU6Gouq-DSDHw,g_peppers_grill_&_tavern@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
1vmx7_L210UBbOWLzrhepQ,chicago_music_store@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
OfW-VK04qr7b7bPm5QbyLg,taqueria_feliz@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
Qa1YQzo00sm9O0JUlwdCQw,taste_of_nawlins@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
0DbIUh_Xuj6H5B_SF0RLCQ,iguana's_mexican_restaurant@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
bSJczuohHVko33UT82hnfA,blaze_pizza@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
PCM-vL-vRLJ4HB2OE8Nnbg,baxter's_saloon_&_grill@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
8YJtf5v76SIz-4udyF4YmA,the_hideout_coffee_house@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
aNXw3PkXVt8ANwLyCfcmpg,mcdonald's@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
GVqXNt0HKJLpciN9ePxnWw,crown_fried_chicken@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
VeqkfRUzZAKlQer3npXPdQ,new_india's_kitchen@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
dChRGpit9fM_kZK5pafNyA,the_love@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
KdkMXzeoqpfNsZd-_axoTQ,empienada@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
iBRXLFWD7PeSYDbKsd_JTw,mai_thai_restaurant@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
vFJIK-z3QWs-3XNjs1hcZQ,new_orleans_jazz_market@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
od6skmfXz9twktEAuJHEmw,ryan_christopher@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
cDekcTE1qwpz8ROlYixhqg,philly_homebrew_outlet_east@demo.com,$2b$12$ZZSaIQdlRp3R9sR1BDD1yO0QclBjrnIdG.QD.F.s6niJQhkaQM/Lq,user
